6070,11752,10545,10046,10890,10079,6312,11459,10002,3559,0,7991,11439,11693,4791,7234,4056,12015,4863,6748,10090,10303,11510,5848,11555,9558,7025,9472,2280,6360,11887,9049,1169,6972,3588,10932,8804,9320,10289,9692,12658,11047,6795,10417,939,8612,10155,8903,11140,9521,1789,3602,1571,6629,12368,4737,10541,5037,1133,8976,7607,3458,8658,7560,10081,10073,5421,2281,12235,5235,11354,9230,9416,12566,5541,8147,9428,3894,4902,12162,11042,3048,12548,8010,9444,4009,9880,6335,9261,887,10998,10664,11695,5769,9857,3860,10278,7387,11775,8705,11814,10255,11108,12052,3723,4462,5742,5607,3459,10235,12063,8667,12649,11582,11239,9641,9656,8425,4088,7891,779,11797,10772,11570,5982,911,11257,8111,8538,4006,8347,11811,7356,5973,12083,9514,8613,8184,6785,7801,1804,7368,11896,1578,4060,2888,4850,7779,12166,3607,11188,12381,9134,11969,3574,6515,276,7415,9278,1151
6450,5393,3499,3144,9406,5757,5887,8215,1778,3961,7991,0,6790,6435,232,2177,2178,3320,7072,1975,3647,8498,3781,8480,1779,8121,3263,2357,8018,738,7502,11328,5958,4650,3923,603,2149,973,2650,5811,8389,780,1794,194,5120,2860,3354,2575,9645,7180,7228,6274,1652,5839,10716,7112,1796,412,4890,5946,1876,6375,5013,601,1075,8358,5805,3321,6739,2852,9116,6565,10053,5174,8716,9529,597,8262,334,10214,1613,6304,2289,118,240,7009,1040,9917,487,6451,2129,5381,8787,9101,8064,1272,8603,9484,6402,1281,7616,18,4692,10388,3063,4079,4934,2230,1824,2420,2931,6775,8194,2331,4489,1295,3389,10835,3631,2176,5662,1251,3573,3730,6673,3951,10978,3201,189,1595,8668,506,2078,718,10199,10048,662,3119,1839,2328,3418,3375,70,5006,2550,1311,1279,12307,7070,852,5691,1913,2610,9356,2229,6229,6455,3501,2793,5540
9564,10040,7153,586,3633,7960,3793,6977,6225,1706,11439,6790,0,12163,3361,9601,4177,3457,3057,5217,3435,2264,2257,8577,8900,3342,10550,7761,10344,920,4299,12364,8263,9003,3890,9159,1233,4750,1294,7399,7090,8520,11928,8378,6691,4096,260,7615,2059,4797,1821,11161,6343,841,12041,9697,316,9665,10789,8524,1728,9845,8711,9283,3695,9394,4007,5748,2715,1835,231,3123,248,5145,1461,6895,9181,5425,4312,12539,10866,2620,1999,5370,2253,5588,8286,11523,12123,7079,5188,8701,12583,10458,12492,11678,3520,739,1939,1720,10279,11409,3982,5990,2707,4858,2209,6914,10836,123,10643,10036,3070,2116,11624,2820,2378,5609,5865,2606,10034,1645,6384,10162,2510,10714,7757,6671,3595,11392,11147,5520,2565,7794,1780,12341,9951,11983,5488,11564,4709,9605,5829,1154,658,3175,5581,8599,5103,5624,12104,10959,11339,9833,3911,12149,10032,8918,3393,9335
4886,2017,10538,10221,7750,1611,8584,8485,402,2120,11693,6435,12163,0,682,5153,7708,4047,8034,8718,7317,7503,9205,11858,1849,3506,9825,4812,3761,8399,5530,10284,12707,6928,4685,3786,7934,7638,9904,11288,11924,10843,3052,4673,11266,6832,12249,4589,12105,6053,12388,9382,11408,10490,10433,12361,7474,9767,9492,10381,7839,11075,11805,2049,10005,8904,6208,2217,853,8107,11046,8127,12515,6112,12263,2869,10922,6176,8241,10648,11853,7312,11991,3705,3075,10442,3162,10743,9056,7335,12427,10927,11721,10368,2276,1777,11808,6474,8563,12626,313,1515,4003,12393,9338,10414,9172,8465,4293,2021,12655,6584,12507,5702,1231,12631,11749,8933,8943,5703,11875,11963,3873,12355,11739,12111,11043,8342,9935,626,11402,8070,9637,2405,7257,3874,3579,8225,11901,8581,7830,5007,9772,4339,10487,1935,9800,12695,11779,8110,2439,9499,1342,11474,8880,1436,10448,4427,12653,122
3684,5775,4016,5106,5413,4970,429,2343,491,404,4791,232,3361,682,0,1290,751,4727,869,3880,3101,1742,5033,1112,4081,6910,10555,349,4415,4783,4384,10551,9630,7001,923,365,281,2240,5190,5151,9120,340,3614,131,4568,1649,5941,1048,6036,4383,7418,5289,7492,1160,8050,2957,4953,1035,758,1592,950,7016,2982,224,479,3518,452,711,4986,219,3209,547,8130,8869,2201,441,5548,1832,60,10667,1107,653,6835,1314,567,7688,1945,6707,665,724,5398,3102,9030,3691,7439,2418,5643,704,9686,8087,770,195,2514,5647,735,1130,2819,5312,209,1391,6855,8792,10631,5256,6645,4866,11365,5232,2484,872,4231,1323,69,11033,5069,2432,7925,5087,2509,1412,9550,4284,1027,321,4324,3742,2727,5724,466,2166,935,4107,1702,2730,1842,124,6281,12221,4839,1307,1904,1682,1732,9688,736,6924,2755,3707,4387,1468
152,2558,296,8762,5182,3666,1851,641,8319,3382,7234,2177,9601,5153,1290,0,1602,843,542,5986,6035,8783,3718,878,4064,8982,5094,233,7499,5316,1530,7504,11820,201,7182,3933,4714,3502,6579,44,4252,553,6410,3674,4424,157,2271,2874,11327,2460,639,1402,1514,6280,5628,9035,2624,6763,125,58,3959,3296,7896,9608,1990,8219,7459,2551,2552,5489,1983,3431,5747,7149,5077,3025,4465,4512,7272,11301,7003,4280,5072,7983,3681,5857,5677,765,85,9684,10614,9318,8327,1608,9570,61,8307,7017,11495,1711,277,254,377,7659,4285,6574,4787,2570,2590,1149,526,10485,5527,5878,10095,4604,7430,280,222,7936,6962,3733,7224,924,6987,6778,989,1400,2262,1885,7141,3835,7040,4762,2495,7124,9024,4567,5168,7947,2923,309,6700,7706,558,7582,1170,11021,6333,2126,957,3943,8692,9932,4606,663,1259,1959,2216,6863
289,5895,4805,8486,3002,505,3437,7458,2797,1139,4056,2178,4177,7708,751,1602,0,4981,7498,5596,581,7064,8400,3864,4098,4798,8205,816,6118,934,561,4434,4031,484,508,1302,1043,966,1274,5427,3504,476,1656,3648,490,891,6681,4898,2370,2524,908,5819,1932,4663,5799,6786,6167,3697,1840,9292,7585,7897,7752,6980,108,5617,2749,609,2656,310,596,393,6073,767,4310,7238,2425,7690,6661,9812,11587,215,9832,6041,5412,2113,545,7729,2035,160,2717,667,2179,5505,11005,1245,3454,6163,6874,2194,5759,4311,390,10347,4037,2795,7336,265,2218,2025,9351,4485,8689,3804,9600,5036,5773,6991,1928,7634,5026,861,1847,6630,3743,4888,11743,3032,5278,1326,1362,7092,5337,1247,2310,8088,1576,8073,1019,2896,51,9544,3218,3347,4227,182,5599,7749,984,1224,3313,6358,3546,2815,306,2719,706,4774,1217,4206
3619,1198,3528,3515,999,5888,6686,5551,9508,8390,12015,3320,3457,4047,4727,843,4981,0,7468,7744,1387,8527,1025,10267,2536,3092,5064,9119,10469,4463,2554,7554,11334,6417,3202,9340,3369,190,4258,6181,5984,5144,10777,3522,3532,6609,6172,10403,5808,180,1687,2800,1619,4803,11083,8155,3084,6938,5918,5338,2188,11511,3132,7251,3259,7637,7175,3902,2726,4576,2899,8554,6919,186,7822,8208,4010,3931,10677,12147,9510,6120,4454,2936,1726,4469,3550,10755,11435,11246,5108,1088,8442,5625,9303,2940,9362,5253,4587,1697,855,2233,391,11935,5088,10724,6782,325,6850,10,9597,7954,2843,1607,3678,8604,1268,2475,4053,1713,7236,9985,7639,2977,10103,11449,1583,1410,406,6781,9105,3542,202,9165,279,7028,5486,1485,12048,11333,7517,1153,1102,2623,2802,7409,2504,8383,9674,9223,8620,8232,1813,11233,7931,2220,6729,2046,3436,7537
9526,4996,654,8598,8829,8867,275,261,3106,1141,4863,7072,3057,8034,869,542,7498,7468,0,1672,6843,2790,5162,1298,7045,2835,7434,2980,6327,7339,4660,10044,11535,2493,9106,8640,6706,7969,6245,2069,11380,5090,7162,10904,6566,150,2127,2341,11855,2619,6419,3711,3230,8687,7817,7696,1717,6446,3141,41,2394,2522,11515,9002,4546,12099,5201,4139,3003,1775,1498,1923,7394,12319,417,3600,9746,420,1739,10352,9089,5317,4929,10868,4689,10899,12128,3764,7324,8159,12120,12322,12684,7850,12306,3700,3649,3114,11976,6177,5267,6310,6804,4748,1601,4507,6080,9346,5047,782,3657,11554,5626,10517,11627,10997,9636,2212,3771,4788,6066,4249,6452,7201,4901,6620,2391,7908,3023,4695,10942,10773,3474,5250,6059,11685,9414,5234,6026,5409,2125,4317,10911,2512,470,8391,7508,10708,6917,2050,824,7023,12097,5416,5086,8601,2636,9732,7189,3010
4760,678,6268,7671,8048,3944,4618,5902,2008,785,6748,1975,5217,8718,3880,5986,5596,7744,1672,0,8902,1046,2714,6627,4240,3650,236,4396,6945,3216,7129,11810,4300,7965,4552,5341,4259,6664,4008,3016,11125,6632,592,9242,4649,3810,6194,1383,6382,882,5944,8906,684,6185,2254,12024,8676,326,7099,3187,4976,9160,10331,5925,3530,8325,4085,6047,8367,3664,11109,3921,3264,7973,5363,5294,2956,292,3203,4226,8730,6996,1866,2878,1479,9533,10839,9077,7660,4680,7393,12027,12180,8583,6416,9482,512,7457,4637,8937,4349,3133,7604,5813,1103,5947,8780,5598,6892,1234,8274,3090,5542,4605,5074,6031,6158,11932,6488,10327,8173,4363,6015,5459,2816,2443,7579,3637,731,1218,2866,4290,2849,9048,11909,10123,1367,10536,11035,8647,2309,1340,8971,550,6784,4005,6162,12217,1806,1748,7110,4671,9000,4420,2696,3078,7975,4804,9110,216
10583,10955,4799,2291,5901,328,2459,2775,7163,1405,10090,3647,3435,7317,3101,6035,581,1387,6843,8902,0,9543,2434,9175,1482,2191,9819,4942,3247,1201,2350,8913,10294,3599,59,7120,5439,1032,5904,9245,10568,844,9997,4820,6239,5737,2598,10897,1175,2014,5380,7114,3104,6372,10083,3915,5833,9523,9619,6146,302,6033,11397,6437,1219,11341,5249,5336,2033,1725,1181,2099,11872,196,5342,11101,9707,7007,5181,11236,11930,6269,11907,874,5192,1815,3164,8118,11987,8467,3489,1308,5793,11661,10313,1056,6054,8384,5992,3592,8261,6477,424,12376,1445,5014,8938,569,1260,1551,12286,6640,3970,5269,10785,4224,7350,1435,4185,1104,6619,7010,5271,7861,8055,11545,9131,3336,562,3292,4638,8003,1860,4241,717,1829,6072,524,6418,2883,1080,10727,1127,3231,4308,7050,11374,5044,9750,5930,3408,8315,3473,7699,10063,6747,9651,9463,7531,6601
6800,3295,10449,9081,6028,6324,1644,8956,2664,6449,10303,8498,2264,7503,1742,8783,7064,8527,2790,1046,9543,0,4931,4658,4435,1137,5967,7453,3001,7919,9811,12597,11653,12055,6030,6694,211,9125,6465,4995,11612,4877,3903,6833,5574,4044,8101,5584,5330,4585,9377,10325,7379,5193,10394,12302,10444,4070,8673,8656,4267,5919,12398,5645,4683,9992,2580,1187,7166,871,10143,2720,5667,9621,1015,1627,8682,370,5637,11997,10675,5222,7230,5334,8823,6139,4477,11890,10134,2777,7737,8948,12448,8677,6273,12159,2525,2090,4916,10173,4688,9232,8304,11825,5621,2812,3893,8099,11639,3433,10871,12317,11006,4080,9938,8269,9955,8096,3805,7033,9050,5890,1177,9276,3537,10071,7644,8605,6680,5148,9910,5340,1830,9557,8587,8846,11806,9887,11191,9556,3441,6323,11054,6606,10813,4665,6613,12555,6733,8138,10188,5476,3925,10882,4907,8662,9810,10262,7076,1981
9206,8893,111,1348,723,7024,1962,623,11058,3620,11510,3781,2257,9205,5033,3718,8400,1025,5162,2714,2434,4931,0,7569,2170,1431,6125,5127,5690,628,4472,12065,6563,8045,4359,9989,486,10373,5536,264,2801,7306,8043,9547,1949,10574,2617,11237,2435,759,3134,2421,2738,4026,12256,8144,2919,3194,8859,3113,3914,4288,10748,10964,5034,7241,5699,6392,6595,4989,1299,268,1236,4397,634,6756,11296,459,6824,12511,2654,8847,461,372,3583,3792,5519,2535,11038,8611,8044,8778,3775,7648,10369,4670,2137,4915,1926,9474,4042,4569,4460,8453,442,5247,5664,5254,4776,176,8221,4036,1216,931,10226,5387,6217,3274,1455,2910,9524,7867,8965,4162,1790,11371,29,1309,1623,4775,3419,670,1523,5286,7019,2545,10416,10147,10133,9865,9965,98,3627,4633,2992,8571,9124,6734,10869,4089,11306,1996,8756,11791,4126,3425,7485,1533,9848,1916
7649,11829,2909,8337,12115,7167,305,1648,11524,4095,5848,8480,8577,11858,1112,878,3864,10267,1298,6627,9175,4658,7569,0,7466,12064,11195,228,9805,6546,7501,8685,11175,6357,6717,8534,3154,7894,11911,3995,3962,185,11130,6845,8742,8944,10622,8797,7520,5149,3841,4524,4956,8178,8862,12598,9329,2359,2700,1473,1347,4883,11670,9788,8764,2482,6018,3937,6955,6191,6282,2592,9664,12433,1414,6828,9527,3096,3817,9798,4203,885,10066,11899,9650,9691,11574,11241,1663,3899,11475,10478,11651,11170,12126,4338,4823,1329,11998,10698,5883,5749,10033,9679,2757,5937,11430,10080,6789,7571,11571,11379,12151,10410,12703,2729,11138,5203,2513,8983,9541,3238,895,9311,9152,2079,5401,6916,4488,6134,3605,8139,4882,9907,4933,3852,12329,10249,5886,9616,3606,5730,8680,9898,5772,10796,8639,12298,5273,10038,3149,5388,12399,11898,6829,11103,4722,11889,5350,7288
6820,4048,4487,6585,6130,1079,1914,652,2978,4456,11555,1779,8900,1849,4081,4064,4098,2536,7045,4240,1482,4435,2170,7466,0,3026,5508,2335,7358,2669,521,3093,11118,3865,1354,7948,3402,2887,6534,3791,4874,5693,433,1837,7626,7051,11331,8634,8857,2855,9274,1441,3350,11944,6394,12502,3682,3325,10017,6475,3130,6656,12227,387,10608,9668,4538,1745,132,10493,10450,4572,11097,4964,6359,10806,2665,7262,9249,2601,9629,4158,4817,2058,8635,9252,1424,8616,8233,9431,9169,10577,6103,12686,2184,2490,7869,4870,3731,7556,2187,4217,6560,11472,6531,9395,6988,4547,2881,1784,9744,9336,8863,4084,8317,6816,1024,9053,2959,4539,8889,7643,988,2234,8313,10497,5257,2057,54,762,5046,3006,6949,1756,1152,5417,6799,1319,10061,6390,4992,7854,837,9299,7264,10187,9574,12360,2853,7922,2206,3809,5518,2533,5097,4697,9801,2915,11631,2564
10114,2886,5283,6034,380,1836,6624,9701,1573,5391,9558,8121,3342,3506,6910,8982,4798,3092,2835,3650,2191,1137,1431,12064,3026,0,2520,9894,208,2809,7657,11897,10905,4114,8113,7378,3370,7762,873,7645,10334,11206,1993,10399,2485,3470,6791,5538,2974,1563,7909,3696,4718,4887,12485,7139,3373,7314,10563,11080,7583,5633,11539,11146,4306,10682,7355,92,3155,809,3888,1269,7937,2389,2889,8093,8426,401,6894,12460,12571,6094,8133,2052,6473,2609,5143,9830,12424,2760,11487,9006,10903,8717,6468,6767,3098,3195,748,10299,9957,9549,4693,10492,9566,565,1614,3917,11283,960,12050,4464,4385,2556,5453,12033,3870,5132,2688,7594,10059,6976,7004,9999,1903,11254,7366,4344,6720,1185,5292,10798,3351,986,8078,10314,6043,6883,11068,2723,4017,6677,9141,2612,10446,1490,5636,4926,11659,5707,10732,9043,5017,7852,4190,3250,8161,6171,10770,687
2828,958,11977,4884,3079,2577,11732,12070,7456,7364,7025,3263,10550,9825,10555,5094,8205,5064,7434,236,9819,5967,6125,11195,5508,2520,0,11762,8300,1398,9229,11052,2635,5479,8441,5031,8023,1733,741,4447,10633,10261,4758,9559,8385,7034,6905,5965,10310,496,3256,7691,2,9847,6902,11913,6879,2676,6240,11839,6306,6801,12458,11324,9553,10502,7603,5187,9190,3420,12343,10825,5223,4335,11984,6587,295,2296,7613,9787,8947,7018,6823,2037,5864,11070,5978,11607,8397,8517,6398,9897,12456,5659,1003,6329,6067,10873,2928,6344,6207,1430,8171,12578,11321,9045,7022,2585,11388,3012,10503,3199,9582,4814,4078,9411,3081,11205,3142,9004,8585,5160,12347,7277,860,2690,7958,4302,1927,4654,3834,2040,4648,9166,12419,10845,1051,7100,11903,2151,7253,2486,6115,3774,11757,4769,416,8821,8617,2246,9096,5122,11179,7731,10575,2026,6255,2371,6459,1516
2975,6975,503,5991,11349,436,238,602,5183,471,9472,2357,7761,4812,349,233,816,9119,2980,4396,4942,7453,5127,228,2335,9894,11762,0,3636,2629,1969,7391,12599,642,4475,867,2648,8734,7871,2060,2242,244,4303,2400,7309,1028,7310,2872,4911,7382,6469,4450,10620,2454,8615,12238,3767,5025,1978,608,4235,3481,7552,5688,3818,3172,8785,1199,2061,9486,2983,933,10606,7705,5302,6173,9886,8633,2813,4398,8720,1910,8026,7676,1336,4062,7303,5429,121,4676,10680,11876,4266,10601,9319,469,1761,3895,6184,9326,3477,2879,2030,632,2104,1140,8120,6591,1591,4021,8699,9519,5284,2762,10735,1084,9429,2132,1404,11417,11646,721,79,5563,7247,6406,8738,350,4087,928,1134,7412,10518,866,2318,6931,9136,10792,1058,8351,1353,4523,5656,9370,1366,4947,8855,12269,3609,3722,1116,4184,9534,7425,1246,4607,8299,9470,9426,3924
10717,10671,7269,4770,7866,795,2631,9663,5131,3056,2280,8018,10344,3761,4415,7499,6118,10469,6327,6945,3247,3001,5690,9805,7358,208,8300,3636,0,4494,11028,12581,12386,6715,4530,4513,6214,11833,10475,6881,11939,8854,4960,7792,4967,6421,6573,2703,3174,9565,8040,4730,10300,1178,12587,8686,10452,7401,9357,7610,5575,4329,9622,10483,4392,9477,10804,40,9135,4598,10419,3269,11835,7832,5908,9436,12216,942,1678,12500,12503,6837,12367,1090,4262,88,7081,8223,11072,3045,11862,10571,7464,8663,1946,2402,9244,2900,3710,12296,11367,9161,6941,10096,6957,6,492,7877,9942,10301,12665,9387,10525,3626,8294,9216,11368,936,335,8896,7346,11229,3913,11135,6618,9500,11131,3189,8741,39,5154,11090,8218,2523,10910,3304,11611,9147,10426,4522,622,7172,11209,6242,10224,2145,6099,9296,12397,5716,11456,11412,1616,12187,7444,3372,10219,8047,12527,576
4316,8516,3580,14,4690,161,3083,5840,6106,1016,6360,738,920,8399,4783,5316,934,4463,7339,3216,1201,7919,628,6546,2669,2809,1398,2629,4494,0,899,6876,3158,1444,2115,454,477,4112,443,2708,757,5456,7836,9367,3358,5849,1901,6738,4705,1811,1229,3977,722,3184,10947,10272,100,3289,9271,10628,3331,1681,11512,8405,3738,8589,8984,3290,1243,1677,1267,2840,3363,749,6897,9959,6136,7263,2764,8022,4617,2576,1296,964,465,1351,1708,9078,7231,3213,771,4147,7397,9434,8032,1063,3047,5768,30,3308,9678,4391,2195,11438,3360,4596,6100,2251,6840,358,11923,1033,3570,5,6234,2875,606,4675,2430,1477,9593,1407,7946,5933,266,7266,6466,956,2451,3299,1119,170,2511,2066,4834,8623,2387,8549,1333,1195,1318,2426,630,2814,2093,918,1556,5803,4069,168,6708,6206,10111,3929,5204,3276,2117,3252,6204,968
